image_path,CAPTION,DETAILED_CAPTION,MORE_DETAILED_CAPTION
/home/huqianghui/florence_inference-finetune/人物图/微笑/VCG21db7d2096f.jpg,{'<CAPTION>': 'A little girl sitting at a desk with a pencil in her hand.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting at a desk with a pencil in her hand, writing in a book. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': ""The image is a close-up portrait of a young girl, probably around 6-7 years old, sitting at a desk in a classroom. She is wearing a blue school uniform and has a pencil in her hand. The girl is smiling and looking directly at the camera. She appears to be happy and engaged in her work. In the background, there are other students sitting at their desks and a green chalkboard. The image is taken from a low angle, so the focus is on the girl's face.""}"
"/home/huqianghui/florence_inference-finetune/人物图/微笑/u=1622891748,861700225&fm=253&fmt=auto&app=138&f=JPEG.jpeg",{'<CAPTION>': 'A woman with long black hair smiles at the camera.'},"{'<DETAILED_CAPTION>': 'The image shows a woman with long black hair wearing a grey dress, smiling at the camera against a white background.'}",{'<MORE_DETAILED_CAPTION>': 'The image is a portrait of a young woman with long dark hair. She is smiling and looking directly at the camera. She has a slight smile on her face and her hair is styled in loose waves. She appears to be in her late twenties or early thirties. The background is plain white and the woman is wearing a light grey blouse with a ruffled neckline. The overall mood of the image is happy and confident.'}
"/home/huqianghui/florence_inference-finetune/人物图/微笑/u=1613639367,2918478765&fm=193.jpeg",{'<CAPTION>': 'A young boy smiles as he holds his finger to his mouth.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy with a big smile on his face, wearing a white t-shirt, standing in a grassy area with a watermark in the bottom left corner.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young boy, probably around 2-3 years old, with a big smile on his face. He is standing in a grassy area with a blurred background. The boy is wearing a white t-shirt and has short black hair. His hands are clasped together in front of his face, as if he is making a silly face with his fingers. His eyes are wide open and his mouth is slightly open, showing his teeth. He appears to be happy and excited.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/VCG41N2157092268.jpg,{'<CAPTION>': 'A young boy smiles as he looks up at the sky.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy with a bright smile on his face, standing in front of a tent surrounded by trees and a clear blue sky. On the right side of the image, there is a watermark.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young boy, probably around 6-7 years old, with shoulder-length brown hair and bangs. He is wearing a light grey t-shirt and is smiling widely, showing his teeth. The background is blurred, but it appears to be an outdoor setting with trees and a clear blue sky. The boy is standing in front of a white tent, and there is a red balloon visible in the top right corner of the image. The image is taken from a low angle, looking up at the boy with a big smile on his face.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/southeast (3).jpeg,{'<CAPTION>': 'A young girl with long brown hair smiles at the camera.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl with long brown hair smiling at the camera against a cream-colored background, with a watermark in the bottom right corner.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young girl with long brown hair. She is smiling widely and appears to be happy and relaxed. Her eyes are closed and her mouth is slightly open, showing her teeth. She has a big smile on her face and her hair is styled in loose waves. The background is a soft peach color, and the girl is wearing a light blue top. The overall mood of the image is cheerful and happy.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/VCG41N1694566644.jpg,{'<CAPTION>': 'smiling man with glasses standing in front of a brick wall'},{'<DETAILED_CAPTION>': 'The image shows a smiling young man wearing glasses standing in front of a brick wall with his arms crossed. He is wearing a shirt and there is a clock on the wall behind him. There are also some plants in the background and a watermark on the right side of the image.'},"{'<MORE_DETAILED_CAPTION>': 'The image is a portrait of a young man standing in front of a brick wall with a clock hanging on it. He is wearing a light blue button-down shirt and has a pair of glasses on. He has a beard and is smiling at the camera. His arms are crossed at his sides and he is standing with his hands on his hips. The background is blurred, but it appears to be an indoor space with plants and a brick archway. The overall mood of the image is confident and relaxed.'}"
"/home/huqianghui/florence_inference-finetune/人物图/微笑/u=1583682974,1795832811&fm=193.jpeg",{'<CAPTION>': 'A young boy smiles at the camera while sitting on a bench.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a bench in a park, wearing a white shirt and blue pants, with a big smile on his face. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a portrait of a young boy, probably around 6-7 years old, sitting on a bench in a park or garden. He is wearing a white button-down shirt and has a big smile on his face. His hair is neatly combed back and he appears to be happy and relaxed. The background is blurred, but it seems to be an outdoor setting with trees and greenery. The boy is looking directly at the camera with a slight smile.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1246206145.jpg,{'<CAPTION>': 'a woman sitting at a desk with a lamp and a pen in her hand'},"{'<DETAILED_CAPTION>': 'The image shows a young woman sitting at a desk with her head in her hands, writing in a notebook. On the desk there is a lamp, a book, a pen stand with pens, a cup with a drink, and other objects. In the background, there are cupboards and a wall.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young woman sitting at a desk with a desk lamp in front of her. She is wearing a brown sweater and has her hair pulled back in a ponytail. The woman is holding a pen and appears to be writing in a notebook. There are various office supplies scattered around the desk, including pens, pencils, and a cup of coffee. The background is blurred, but it seems like the woman is focused on her work.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1214774930.jpg,{'<CAPTION>': 'A young boy with a big smile on his face.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy wearing a black t-shirt with a watermark on the right side of the image against a white background. He has a mischievous expression on his face, suggesting he is up to no good.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young boy. He appears to be around 6-7 years old and has short, dark hair. He is wearing a black t-shirt and is looking directly at the camera with a serious expression on his face. His mouth is slightly open and his teeth are visible. The background is plain white.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG211151205868.jpg,{'<CAPTION>': 'A little girl with her mouth open and her eyes closed.'},"{'<DETAILED_CAPTION>': 'The image shows a little girl with her mouth open and her eyes closed, wearing a white dress, with a watermark on the right side of the image and a grey background. She appears to be crying, her expression conveying a sense of sadness and despair.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young girl with long dark hair. She is wearing a white blouse with a floral pattern and has a small blue flower in her hair. The girl is yawning with her eyes closed and her mouth wide open, showing her teeth. The background is a plain grey color. The image appears to be taken in a studio setting.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1464240396.jpg,{'<CAPTION>': 'A young boy sitting on a couch blowing his nose.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a couch with his head in his hands, surrounded by cushions. In the background, there is a wall with photo frames and a television, as well as a stand with a lamp and other items. There is also a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting on a white couch in a living room. He is wearing a grey long-sleeved shirt and black pants. He has dark hair and is covering his face with his hands, as if he is sneezing or coughing. There are two black and white throw pillows on the couch next to him. In the background, there is a bookshelf and a TV on the wall. The overall mood of the image is one of sadness or discomfort.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1442936949.jpg,{'<CAPTION>': 'A little girl laying on the ground with a stroller.'},"{'<DETAILED_CAPTION>': 'The image shows a little girl laying on the ground with a stroller, surrounded by dried leaves. She has a big smile on her face, and there is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl lying on her stomach on a sidewalk covered in fallen leaves. She is wearing a purple blouse and black leggings. Her hair is tied up in a ponytail and she has a big smile on her face. Next to her, there is a black stroller with wheels. The background is blurred, but it appears to be an outdoor setting.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1405378485.jpg,{'<CAPTION>': 'A little girl wearing a santa hat on the beach.'},"{'<DETAILED_CAPTION>': 'The image shows a little girl wearing a red and white Santa hat standing on the beach. In the background, I can see a number of people, tents, poles, trees, and the sky. On the bottom right corner of the image, there is a watermark.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl wearing a red Santa hat with the words ""Merry Christmas"" written on it. She is standing on a sandy beach with a few umbrellas and people in the background. The girl is wearing a pink tank top and appears to be sad or upset. The sky is overcast and the overall mood of the image is somber.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1270642684.jpg,{'<CAPTION>': 'a man driving a car with his hands on the steering wheel'},"{'<DETAILED_CAPTION>': 'The image shows a young man driving a car with his hands on the steering wheel, wearing a blue shirt. The background is blurred, suggesting he is focused on the task at hand.'}","{'<MORE_DETAILED_CAPTION>': ""The image shows a young man sitting in the driver's seat of a car. He is wearing a dark blue shirt and has a beard. He appears to be angry or frustrated, with his mouth open and his eyes wide open. His hands are on the steering wheel and he is looking out the window with a concerned expression on his face. The car is parked on a street with other cars visible in the background.""}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1214774930 (1).jpg,{'<CAPTION>': 'A young boy with a big smile on his face.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy wearing a black t-shirt with a watermark on the right side of the image against a white background. He has a mischievous expression on his face, suggesting he is up to no good.'}","{'<MORE_DETAILED_CAPTION>': 'The image is a close-up portrait of a young boy. He appears to be around 6-7 years old and has short, dark hair. He is wearing a black t-shirt and is looking directly at the camera with a serious expression on his face. His mouth is slightly open and his teeth are visible. The background is plain white.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N2064758853.jpg,{'<CAPTION>': 'A young boy covering his eyes with his hand.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy wearing a bag, standing in front of a bridge with water in the background and a watermark on the right side. He is holding his hand up to his eye, as if he is looking through binoculars.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy standing on a pier with a bridge in the background. He is wearing a blue t-shirt with a white cross on it and has a serious expression on his face. The boy is holding his right hand up to his eye, as if he is covering it with his fingers. The sky is overcast and the water is calm. The image appears to be taken during the day.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1082625338.jpg,{'<CAPTION>': 'A young man holding his head in his hands.'},"{'<DETAILED_CAPTION>': 'The image shows a young man wearing a black t-shirt with a watermark on it, holding his head in his hands against a white background.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young Asian man with short black hair, wearing a black t-shirt with a gold logo on it. He is holding his head with both hands and his eyes are closed, as if he is screaming or shouting. His mouth is open wide and his teeth are visible. The background is plain white. The man appears to be in a state of distress or frustration.'}"
/home/huqianghui/florence_inference-finetune/人物图/微笑/混淆图/VCG41N1168121068.jpg,{'<CAPTION>': 'A young girl with her hands on her face.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting at a table with her hands on her face, wearing a black dress. The background is white and there is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': ""The image is a portrait of a young girl sitting at a table with her hands covering her mouth. She is wearing a black long-sleeved shirt and her hair is pulled back in a ponytail. The background is a plain light blue color. The girl appears to be surprised or shocked, with her eyes wide open and her mouth slightly open. She has a surprised expression on her face. The image is taken from a low angle, with the focus on the girl's face.""}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG21efb600e73.jpg,{'<CAPTION>': 'A young girl with a backpack and ear buds listening to music on her phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl wearing a green t-shirt and a blue backpack, with earphones in her ears and a smile on her face, looking at her cell phone. The background is slightly blurred, and there is a watermark in the bottom right corner of the photo.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young Asian girl with shoulder-length dark hair, wearing a blue backpack and white earphones. She is holding a white smartphone in her hands and appears to be looking at it intently. The background is blurred, but it seems to be an outdoor setting with buildings and greenery. The girl has a big smile on her face, suggesting that she is enjoying the music she is listening to.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG211156527941.jpg,{'<CAPTION>': 'A little boy sitting at a table looking at a cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting at a table, looking intently at his cell phone. On the left side of the table is an object, and in the background there are trees and a wall.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting at a wooden table with a vintage typewriter in front of him. The boy is wearing a blue sweater and has short dark hair. He is looking down at his phone with a smile on his face. The background is blurred, but it appears to be an outdoor setting with trees and greenery. The typewriter is black and has a vintage design.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1511382354.jpg,{'<CAPTION>': 'a young woman using her cell phone in the city'},"{'<DETAILED_CAPTION>': 'The image shows a young woman wearing a pink dress and smiling while using her cell phone in the city. In the background, I can see a building, a few trees in green, and a blue and white sky.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young woman with long brown hair, wearing a pink blouse and sunglasses on her head. She is holding a black smartphone in her hands and appears to be looking at it with a smile on her face. In the background, there is a building and some trees. The sky is blue and the sun is shining, suggesting that it is a sunny day. The woman seems to be happy and relaxed, enjoying the moment.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1490440604.jpg,{'<CAPTION>': 'A young boy is looking at his cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a bench, looking intently at his cell phone. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy, probably around 6-7 years old, sitting on a bench and looking at his phone. He is holding the phone in his hands and appears to be engrossed in it. The boy has short dark hair and is wearing a white t-shirt with a blue graphic on it. He has a serious expression on his face and is focused on the phone screen. The background is blurred, but it seems to be an outdoor setting with trees and buildings visible.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1470712375.jpg,{'<CAPTION>': 'A young man laying on a couch looking at his phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy laying on a couch, looking intently at his smartphone. He is surrounded by pillows and there is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young man lying on a green couch. He is wearing a plaid shirt, khaki pants, and a blue belt. He has curly hair and is looking at his phone with a serious expression on his face. The phone is black and appears to be a smartphone. The background is a wooden floor and there is a plant on the right side of the image.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1966938182.jpg,{'<CAPTION>': 'A young woman sitting on a couch looking at her phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young woman wearing glasses, sitting on a couch and looking at her cell phone. She is surrounded by a wall and a curtain in the background.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young woman sitting on a couch, holding a black smartphone in her hands. She is wearing a yellow sweater and glasses, and her hair is styled in two braids. She appears to be deep in thought, with a serious expression on her face. The background is blurred, but it seems to be a living room with a gray couch and a window with curtains. The overall mood of the image is somber and contemplative.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1209148954.jpg,{'<CAPTION>': 'A young boy wearing glasses looking at his cell phone while walking down the street.'},"{'<DETAILED_CAPTION>': 'The image shows a young Asian boy wearing glasses and a backpack, looking intently at his cell phone while standing on a city street. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy wearing a white t-shirt and black glasses. He is standing on a street with buildings on either side. The boy is holding a black tablet in his hands and appears to be looking at it intently. He has a backpack slung over his shoulder and is wearing a watch on his left wrist. The background is blurred, but it seems to be a city street with cars and buildings. The image is taken from a low angle, looking down on the boy and the tablet.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1288649469.jpg,{'<CAPTION>': 'little girl using a smart phone while sitting at a table in a cafe'},"{'<DETAILED_CAPTION>': 'The image shows a little girl sitting at a table in a cafe, playing a video game on her smartphone. On the table there is a flower vase and a plant, and in the background there are chairs and a wall. There is also a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl sitting at a wooden table in a cafe or restaurant. She is holding a black smartphone in her hands and appears to be looking at it intently. The girl has dark hair tied up in a ponytail and is wearing a blue t-shirt. There is a potted plant on the table next to her. The background is blurred, but it seems like she is focused on her phone.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG211358331836.jpg,{'<CAPTION>': 'A woman sitting at a table looking at her phone.'},"{'<DETAILED_CAPTION>': 'The image shows a woman sitting on a couch with a smile on her face, holding a cell phone in her hand. On the table in front of her are several bottles of foundation, and behind her is a cushion on the sofa. To her left is a plant, and to her right is a kitchen platform with various objects on it.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young woman sitting on a couch in a living room. She is wearing a silver sleeveless top and has long dark hair. The woman is holding a white smartphone in her right hand and is looking at it with a smile on her face. On the table in front of her, there are several bottles of foundation and concealer in different shades of beige, black, and pink. There is also a small black box on the table. The background shows a kitchen with a coffee machine and a window with white curtains.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG2176d537735.jpg,{'<CAPTION>': 'Two young girls are looking at their cell phones.'},"{'<DETAILED_CAPTION>': 'The image shows two young girls standing side by side, both wearing headphones and looking at their cell phones. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows two young girls, probably sisters, standing on a street. The girl in the foreground is wearing a white dress and has a blue backpack on her back. She is holding a white smartphone in her hands and is looking at it with a smile on her face. The other girl is standing behind her, also looking at the phone. Both girls are wearing earphones and appear to be engaged in a conversation. The background is blurred, but it appears to be a busy street with shops and buildings.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG211140884304.jpg,{'<CAPTION>': 'A young boy sitting at a desk using a cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk, looking intently at his cell phone. On the desk is a book, and in the background there are two chairs and a wall.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk in a classroom. He is holding a mobile phone in his hands and appears to be looking at it intently. The boy is wearing a blue hoodie and has short black hair. Behind him, there is a yellow chair and a green desk with a book on it. The background is blurred, but it seems like the boy is focused on his phone.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41578187467.jpg,{'<CAPTION>': 'A little girl laying on the floor using a cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl lying on the floor, looking intently at her cell phone. She is surrounded by bookshelves filled with books, and there is a door in the background.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl, probably around 6-7 years old, lying on the floor and looking at her phone. She is holding the phone in her hands and appears to be engrossed in it. The girl has long brown hair and is wearing a blue top. She has a big smile on her face and is looking down at the phone with a focused expression. In the background, there is a bookshelf and a door. The image appears to have been taken in a room with a wooden floor and white walls.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1322720506.jpg,{'<CAPTION>': 'A young boy laying on a couch using a tablet computer.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a couch, intently looking at a tablet computer. He is surrounded by cushions and there is a curtain in the background. There is also a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting on a couch and using a tablet. He is wearing a red and blue striped t-shirt and has short dark hair. The boy is looking down at the screen of the tablet with a focused expression on his face. The background is blurred, but it appears to be a living room with a window and curtains. There are several pillows on the couch and a plant in the corner. The overall mood of the image is one of concentration and focus.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41638690875.jpg,{'<CAPTION>': 'A little girl laying on the floor using a cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a little girl lying on the floor, surrounded by pillows, looking intently at her cell phone. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl lying on the floor with her legs up in the air. She is wearing a blue dress and has blonde hair. The girl is holding a white smartphone in her hands and is looking at it with a smile on her face. There are several other pillows around her, including a blue pillow and a beige pillow with a floral pattern. The background is blurred, but it appears to be a living room with a bookshelf and toys scattered around.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41557475007.jpg,{'<CAPTION>': 'a young girl sitting on a couch looking at her cell phone'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting on a couch, smiling as she looks at her cell phone. She is surrounded by cushions and there is a watermark on the image. The background is slightly blurred, giving the focus to the girl and her phone.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl sitting on a couch, looking at her phone. She is holding the phone in her right hand and appears to be engrossed in it. The girl has curly dark hair and is wearing a pink sweater. The background is blurred, but it seems to be a living room with a window and a teddy bear. The overall mood of the image is peaceful and relaxed.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG211334101226.jpg,{'<CAPTION>': 'A young boy sitting on a couch using a tablet computer.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a couch, intently focused on the tablet in his hands. He is surrounded by a few pillows, and there is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting on a beige armchair in a living room. He is wearing a blue and white striped shirt and grey shorts. The boy is holding a black tablet in his hands and appears to be engrossed in the screen. He has dark hair and is looking down at the tablet with a focused expression on his face. The background is blurred, but it seems to be a bright and airy living room with white curtains.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1706051549.jpg,{'<CAPTION>': 'A young boy sitting on a bed using a cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a bed, intently focused on his smartphone. He is surrounded by a wall in the background, and there is a watermark on the right side of the image.'}",{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting on a white bed with his legs crossed. He is wearing a pink long-sleeved shirt and blue jeans. He has short brown hair and is looking down at his phone with a serious expression on his face. The phone appears to be a smartphone with a blue screen and a white home button on the bottom right corner. The background is a plain white wall.'}
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1422182787.jpg,{'<CAPTION>': 'A young boy sitting on a couch using a smart phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting on a couch, surrounded by cushions, playing a video game on his smartphone. In the background, there is a wall with a window, and a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting on a blue couch with yellow throw pillows. He is wearing a green long-sleeved shirt and blue jeans. He has short brown hair and is looking down at his phone with a focused expression on his face. The phone appears to be a smartphone or a tablet. The background is blurred, but it seems like the boy is in a living room or a bedroom.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N1188276366.jpg,{'<CAPTION>': 'A young boy sitting at a table with his head in his hands.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting at a table with his head in his hands, looking at his cell phone. He is wearing a blue dress and there is a chair to his right. In the background, there are a few plants visible.'}","{'<MORE_DETAILED_CAPTION>': ""The image shows a young boy sitting at a table with his head in his hands. He is wearing a blue hoodie and appears to be deep in thought. On the table in front of him, there is a red smartphone. The background is blurred, but it seems to be an outdoor setting with a wooden fence and plants. The boy's expression is one of sadness or frustration.""}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41580815665.jpg,{'<CAPTION>': 'two children sitting at a table with their cell phones'},"{'<DETAILED_CAPTION>': 'The image shows two children sitting at a table, each holding a smartphone in their hands. On the table in front of them is a mobile phone, and in the background there is a wall.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows two young children, a boy and a girl, sitting at a table and taking pictures with their smartphones. The boy is on the left side of the image, wearing an orange t-shirt and holding a blue phone in front of his face. He is covering his eyes with his hands, while the girl is covering her face with her hands. Both children are looking through the phones with their eyes closed. The background is blurred, but it appears to be a room with a window and a plant. The image is taken from a low angle, with the boy and girl in the foreground and the background slightly out of focus.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG41N2158107549.jpg,{'<CAPTION>': 'A little girl sitting on a bench looking at her phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting on a bench, wearing a hat and looking intently at her cell phone. The background is slightly blurred, and there is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl sitting on a wooden bench. She is wearing a white blouse with blue floral patterns and a pink hat with a wide brim. The girl is looking down at her phone with a serious expression on her face. The background is blurred, but it appears to be an outdoor setting with a brick wall and a building in the distance.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/VCG21gic11169766.jpg,{'<CAPTION>': 'A young woman taking a picture of herself with her cell phone.'},"{'<DETAILED_CAPTION>': 'The image shows a young woman with a bright smile on her face, holding a cell phone in her hands and looking at it intently. There is a watermark on the right side of the image.'}","{'<MORE_DETAILED_CAPTION>': ""The image is a close-up portrait of a young girl with long dark hair. She is holding a white smartphone in her hands and is looking at it with a smile on her face. The background is plain white and the focus is on the girl's face. She appears to be in her late teens or early twenties and is wearing a colorful dress with a floral pattern. The image is taken from a low angle, making the girl the focal point of the image.""}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/混淆图/VCG41N1467314386.jpg,{'<CAPTION>': 'A young boy sitting at a desk writing on a piece of paper.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk with a laptop and a pencil in hand, writing on a piece of paper. On the desk there is a book and a file, and in the background there are bookshelves filled with books and a houseplant. There is also a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk with a laptop in front of him. He is wearing a grey hoodie and a blue t-shirt. The boy is holding a pencil and appears to be writing on a piece of paper. He has short brown hair and is focused on his work. The desk is made of wood and there is a plant in the corner of the room. The background is blurred, but it seems like the boy is in his home office.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/混淆图/VCG41N1221648083.jpg,{'<CAPTION>': 'A young girl sitting at a desk writing in a notebook.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting at a desk with a laptop and a notebook open in front of her. She is wearing a yellow dress and has a white headband on her head. On the desk there is a pen stand with colored pencils, a book, and a laptop. In the background there is another table with a plant on it and a window.'}",{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl sitting at a desk with a laptop and a notebook in front of her. She is wearing a yellow polka-dot shirt and has a white headband on her head. The girl is holding a pen and appears to be writing in the notebook. There are several colored pencils in a holder on the desk next to the laptop. The background shows a window with white curtains and a plant in the corner. The overall mood of the image is focused and determined.'}
/home/huqianghui/florence_inference-finetune/人物图/玩手机/混淆图/VCG41N1444328394.jpg,{'<CAPTION>': 'A young boy sitting at a desk writing in a notebook.'},"{'<DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk, writing in a notebook with a pen. On the desk there are books, a bag, and other objects, and a light is illuminating the scene. The background is slightly blurred, and there is a watermark on the image.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young boy sitting at a desk and writing in a notebook. He is wearing a pink and green striped shirt and has short dark hair. The desk is cluttered with books, a lamp, and a green backpack. The boy is focused on his work and appears to be engrossed in his writing. The background is blurred, but it seems like he is in a classroom or study area.'}"
/home/huqianghui/florence_inference-finetune/人物图/玩手机/混淆图/VCG41N1381659188.jpg,{'<CAPTION>': 'A little girl sitting at a table writing on a piece of paper.'},"{'<DETAILED_CAPTION>': 'The image shows a young girl sitting at a table with a pencil in her hand, writing on a piece of paper. On the table there are papers, pens, and a bag, and in the background there is a sofa and a wall.'}","{'<MORE_DETAILED_CAPTION>': 'The image shows a young girl sitting at a table and writing on a piece of paper. She is wearing a white long-sleeved shirt with a butterfly design on it. The girl has her hair tied up in a ponytail and is holding a blue pen in her right hand. On the table in front of her, there are several colored pencils and a blue pencil case. The background is blurred, but it appears to be a living room with a couch and a bookshelf.'}"
